MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation
SE1801225,Recovery,3,6.57,120,52,68,43.33,17.33,48,1,4,1,1,0,6,11,High,1,False,44.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801226,Average,4,6.82,120,74,46,61.67,18.5,26,1,2,1,1,0,6,9,Medium,0,False,59.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801227,AtRisk,5,5.68,120,71,49,59.17,14.2,29,4,6,2,2,0,6,16,High,1,False,29.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801228,Average,2,6.61,120,31,89,25.83,15.5,69,3,4,0,1,0,5,10,Medium,0,False,33.5,Complete at least 69 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801229,Average,4,6.09,120,71,49,59.17,17.75,29,1,4,2,0,0,6,9,Medium,0,False,52.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801230,Good,6,7.26,120,111,9,92.5,18.5,0,0,1,0,0,0,6,1,Low,0,True,93.5,You are ready for OJT.
SE1801231,Good,4,7.37,120,77,43,64.17,19.25,23,1,0,0,0,0,6,3,Low,0,False,75.5,Complete at least 23 more credits. Retake failed courses as soon as possible.
SE1801232,Critical,7,3.86,120,80,40,66.67,11.43,20,5,5,4,3,2,8,23,High,1,False,0.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801233,Critical,2,4.12,120,22,98,18.33,11.0,78,5,5,3,3,1,6,22,High,1,False,0.0,Complete at least 78 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801234,AtRisk,6,5.72,120,83,37,69.17,13.83,17,4,6,3,2,1,6,19,High,1,False,21.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801235,Good,6,8.13,120,109,11,90.83,18.17,0,0,2,0,0,0,7,1,Low,0,True,90.5,You are ready for OJT.
SE1801236,Good,3,7.72,120,54,66,45.0,18.0,46,0,1,0,0,0,5,4,Low,0,False,65.0,Complete at least 46 more credits.
SE1801237,AtRisk,4,5.68,120,60,60,50.0,15.0,40,4,5,3,2,0,5,18,High,1,False,20.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801238,Good,3,7.33,120,55,65,45.83,18.33,45,1,2,1,0,0,6,7,Medium,0,False,54.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801239,Average,4,6.29,120,64,56,53.33,16.0,36,1,3,1,1,0,5,11,High,1,False,52.0,Complete at least 36 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801240,Critical,5,3.72,120,55,65,45.83,11.0,45,7,7,4,3,2,6,24,High,1,False,0.0,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801241,LateStarter,5,6.79,120,94,26,78.33,18.8,6,3,4,1,1,0,7,10,Medium,0,False,59.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801242,Good,6,7.02,120,101,19,84.17,16.83,0,1,0,1,0,0,6,3,Low,0,False,81.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801243,Good,6,8.18,120,110,10,91.67,18.33,0,0,1,1,0,0,6,3,Low,0,False,87.0,Complete all prerequisite courses.
SE1801244,AtRisk,4,5.03,120,53,67,44.17,13.25,47,4,3,2,1,0,6,15,High,1,False,31.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801245,Average,3,6.25,120,56,64,46.67,18.67,44,1,2,0,1,0,5,8,Medium,0,False,56.0,Complete at least 44 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801246,LateStarter,3,6.48,120,41,79,34.17,13.67,59,4,2,0,1,0,5,9,Medium,0,False,39.5,Complete at least 59 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801247,Good,5,7.87,120,95,25,79.17,19.0,5,0,2,0,0,0,6,2,Low,0,False,83.5,Complete at least 5 more credits.
SE1801248,Average,4,6.47,120,63,57,52.5,15.75,37,3,2,2,1,0,5,12,High,1,False,41.5,Complete at least 37 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801249,Average,6,6.11,120,106,14,88.33,17.67,0,3,2,2,1,0,7,9,Medium,0,False,63.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801250,AtRisk,5,5.49,120,73,47,60.83,14.6,27,4,6,3,2,1,7,19,High,1,False,16.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801251,Critical,3,3.91,120,36,84,30.0,12.0,64,7,8,2,2,2,5,23,High,1,False,0.0,Complete at least 64 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801252,Good,8,7.7,120,114,6,95.0,14.25,0,0,0,1,0,0,8,2,Low,0,False,91.0,Complete all prerequisite courses.
SE1801253,Recovery,4,6.44,120,66,54,55.0,16.5,34,1,2,0,0,0,6,6,Medium,0,False,66.0,Complete at least 34 more credits. Retake failed courses as soon as possible.
SE1801254,Average,3,6.53,120,46,74,38.33,15.33,54,3,3,2,0,0,6,11,High,1,False,36.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801255,Good,5,8.17,120,90,30,75.0,18.0,10,0,1,1,0,0,6,4,Low,0,False,77.0,Complete at least 10 more credits. Complete all prerequisite courses.
SE1801256,Recovery,4,6.66,120,62,58,51.67,15.5,38,2,2,1,1,0,6,10,Medium,0,False,50.0,Complete at least 38 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801257,Average,4,6.39,120,73,47,60.83,18.25,27,1,4,0,1,0,5,8,Medium,0,False,60.5,Complete at least 27 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801258,LateStarter,5,6.22,120,84,36,70.0,16.8,16,2,4,1,1,0,7,10,Medium,0,False,57.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801259,Average,4,6.55,120,66,54,55.0,16.5,34,1,4,1,0,0,5,9,Medium,0,False,56.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801260,Good,5,8.4,120,97,23,80.83,19.4,3,1,0,1,0,0,7,4,Low,0,False,79.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801261,LateStarter,5,6.26,120,79,41,65.83,15.8,21,4,4,1,1,0,7,11,High,1,False,48.5,Complete at least 21 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801262,Good,2,8.12,120,39,81,32.5,19.5,61,1,0,0,0,0,5,4,Low,0,False,56.5,Complete at least 61 more credits. Retake failed courses as soon as possible.
SE1801263,Average,3,6.54,120,55,65,45.83,18.33,45,2,3,2,0,0,5,10,Medium,0,False,43.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801264,Critical,5,4.6,120,66,54,55.0,13.2,34,8,6,2,3,2,6,23,High,1,False,0.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801265,Average,4,6.67,120,68,52,56.67,17.0,32,2,1,0,0,0,6,6,Medium,0,False,66.0,Complete at least 32 more credits. Retake failed courses as soon as possible.
SE1801266,Good,4,7.07,120,76,44,63.33,19.0,24,0,2,1,0,0,5,5,Low,0,False,68.0,Complete at least 24 more credits. Complete all prerequisite courses.
SE1801267,LateStarter,6,6.53,120,107,13,89.17,17.83,0,3,4,2,0,0,6,8,Medium,0,False,64.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801268,LateStarter,6,6.73,120,108,12,90.0,18.0,0,2,5,2,0,0,7,8,Medium,0,False,66.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801269,AtRisk,4,5.88,120,54,66,45.0,13.5,46,5,5,1,1,1,6,18,High,1,False,23.0,Complete at least 46 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801270,Average,5,6.81,120,93,27,77.5,18.6,7,1,4,2,1,0,7,10,Medium,0,False,58.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801271,Excellent,3,9.14,120,58,62,48.33,19.33,42,0,0,0,0,0,5,3,Low,0,False,69.0,Complete at least 42 more credits.
SE1801272,Good,2,7.46,120,35,85,29.17,17.5,65,0,2,0,0,0,5,4,Low,0,False,53.5,Complete at least 65 more credits.
SE1801273,Good,3,7.34,120,53,67,44.17,17.67,47,0,1,0,0,0,5,4,Low,0,False,64.5,Complete at least 47 more credits.
SE1801274,Recovery,3,6.16,120,44,76,36.67,14.67,56,2,2,1,0,0,5,8,Medium,0,False,46.0,Complete at least 56 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801275,Good,4,7.59,120,71,49,59.17,17.75,29,1,2,0,0,0,5,4,Low,0,False,68.5,Complete at least 29 more credits. Retake failed courses as soon as possible.
SE1801276,Good,3,8.4,120,61,59,50.83,20.33,39,1,2,1,0,0,5,7,Medium,0,False,57.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801277,LateStarter,6,6.56,120,100,20,83.33,16.67,0,4,2,1,0,0,7,6,Medium,0,False,68.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801278,AtRisk,4,5.85,120,61,59,50.83,15.25,39,4,5,1,2,1,5,18,High,1,False,24.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801279,LateStarter,2,6.84,120,28,92,23.33,14.0,72,3,2,1,1,0,5,11,High,1,False,30.0,Complete at least 72 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801280,AtRisk,3,5.01,120,44,76,36.67,14.67,56,3,4,3,2,0,5,17,High,1,False,17.0,Complete at least 56 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801281,Average,3,6.73,120,49,71,40.83,16.33,51,2,4,0,1,0,5,9,Medium,0,False,45.5,Complete at least 51 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801282,Recovery,7,6.54,120,114,6,95.0,16.29,0,1,3,0,0,0,8,4,Low,0,True,88.0,Retake failed courses as soon as possible.
SE1801283,Average,3,6.62,120,58,62,48.33,19.33,42,2,3,0,0,0,5,7,Medium,0,False,57.0,Complete at least 42 more credits. Retake failed courses as soon as possible.
SE1801284,Critical,1,4.8,120,13,107,10.83,13.0,87,5,8,4,2,1,5,22,High,1,False,0.0,Complete at least 87 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801285,Excellent,6,8.64,120,106,14,88.33,17.67,0,0,0,0,0,0,6,0,Low,0,True,93.0,You are ready for OJT.
SE1801286,Critical,6,3.5,120,80,40,66.67,13.33,20,8,7,2,3,2,6,22,High,1,False,0.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801287,Average,5,6.84,120,86,34,71.67,17.2,14,1,2,2,0,0,6,7,Medium,0,False,64.0,Complete at least 14 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801288,Average,5,6.71,120,89,31,74.17,17.8,11,3,1,0,0,0,6,5,Low,0,False,73.5,Complete at least 11 more credits. Retake failed courses as soon as possible.
SE1801289,AtRisk,3,5.7,120,43,77,35.83,14.33,57,5,5,1,2,1,6,19,High,1,False,12.5,Complete at least 57 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801290,Average,5,6.93,120,81,39,67.5,16.2,19,3,4,2,0,0,6,10,Medium,0,False,51.5,Complete at least 19 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801291,Excellent,5,9.75,120,97,23,80.83,19.4,3,0,0,0,0,0,7,1,Low,0,False,88.5,Complete at least 3 more credits.
SE1801292,Critical,3,4.8,120,37,83,30.83,12.33,63,8,8,2,3,2,6,23,High,1,False,0.0,Complete at least 63 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801293,Good,3,8.15,120,64,56,53.33,21.33,36,1,1,0,0,0,6,5,Low,0,False,67.0,Complete at least 36 more credits. Retake failed courses as soon as possible.
SE1801294,AtRisk,4,5.1,120,60,60,50.0,15.0,40,5,5,1,2,1,5,19,High,1,False,21.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801295,LateStarter,2,6.43,120,29,91,24.17,14.5,71,2,2,2,1,0,6,11,High,1,False,27.5,Complete at least 71 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801296,Good,4,8.47,120,69,51,57.5,17.25,31,0,1,0,0,0,5,4,Low,0,False,72.5,Complete at least 31 more credits.
SE1801297,Good,5,7.78,120,100,20,83.33,20.0,0,0,2,0,0,0,6,1,Low,0,True,86.0,You are ready for OJT.
SE1801298,Good,2,7.25,120,44,76,36.67,22.0,56,0,2,0,0,0,6,4,Low,0,False,58.0,Complete at least 56 more credits.
SE1801299,Excellent,7,9.1,120,118,2,98.33,16.86,0,0,0,0,0,0,8,0,Low,0,True,99.0,You are ready for OJT.
SE1801300,AtRisk,3,5.07,120,47,73,39.17,15.67,53,5,5,1,1,0,6,16,High,1,False,27.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801301,Good,4,7.24,120,80,40,66.67,20.0,20,0,1,0,0,0,5,3,Low,0,False,78.0,Complete at least 20 more credits.
SE1801302,Good,4,7.34,120,72,48,60.0,18.0,28,0,1,0,0,0,6,3,Low,0,False,74.0,Complete at least 28 more credits.
SE1801303,Good,3,7.49,120,60,60,50.0,20.0,40,0,2,1,0,0,5,6,Medium,0,False,60.0,Complete at least 40 more credits. Complete all prerequisite courses.
SE1801304,Average,3,6.12,120,56,64,46.67,18.67,44,3,4,0,0,0,6,8,Medium,0,False,51.0,Complete at least 44 more credits. Retake failed courses as soon as possible.
SE1801305,Recovery,1,6.64,120,17,103,14.17,17.0,83,1,4,1,1,0,6,11,High,1,False,26.5,Complete at least 83 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801306,AtRisk,3,5.1,120,47,73,39.17,15.67,53,5,5,1,2,1,6,19,High,1,False,14.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801307,Excellent,2,9.65,120,47,73,39.17,23.5,53,0,0,0,0,0,6,3,Low,0,False,63.5,Complete at least 53 more credits.
SE1801308,Excellent,2,9.71,120,39,81,32.5,19.5,61,0,0,0,0,0,6,3,Low,0,False,59.5,Complete at least 61 more credits.
SE1801309,Average,6,6.37,120,108,12,90.0,18.0,0,3,4,0,0,0,6,5,Low,0,True,77.0,Retake failed courses as soon as possible.
SE1801310,Good,5,7.54,120,98,22,81.67,19.6,2,1,1,0,0,0,7,3,Low,0,False,84.0,Complete at least 2 more credits. Retake failed courses as soon as possible.
SE1801311,Average,4,6.93,120,73,47,60.83,18.25,27,3,1,0,0,0,6,6,Medium,0,False,65.5,Complete at least 27 more credits. Retake failed courses as soon as possible.
SE1801312,Excellent,7,9.7,120,119,1,99.17,17.0,0,0,0,0,0,0,8,0,Low,0,True,99.5,You are ready for OJT.
SE1801313,Good,6,7.48,120,111,9,92.5,18.5,0,1,0,0,0,0,7,1,Low,0,True,92.5,Retake failed courses as soon as possible.
SE1801314,AtRisk,3,5.49,120,37,83,30.83,12.33,63,4,5,3,1,1,6,19,High,1,False,5.5,Complete at least 63 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801315,Good,5,7.95,120,93,27,77.5,18.6,7,1,2,0,0,0,7,3,Low,0,False,79.5,Complete at least 7 more credits. Retake failed courses as soon as possible.
SE1801316,Critical,4,4.0,120,54,66,45.0,13.5,46,7,6,2,3,1,5,21,High,1,False,0.0,Complete at least 46 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801317,Good,3,7.75,120,60,60,50.0,20.0,40,1,2,0,0,0,5,5,Low,0,False,63.0,Complete at least 40 more credits. Retake failed courses as soon as possible.
SE1801318,Excellent,5,9.87,120,102,18,85.0,20.4,0,0,0,0,0,0,6,0,Low,0,True,91.0,You are ready for OJT.
SE1801319,Recovery,2,6.76,120,40,80,33.33,20.0,60,2,4,0,1,0,6,9,Medium,0,False,41.0,Complete at least 60 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801320,AtRisk,3,5.15,120,40,80,33.33,13.33,60,3,6,1,1,0,5,15,High,1,False,28.0,Complete at least 60 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801321,Average,6,6.14,120,101,19,84.17,16.83,0,1,1,2,1,0,7,8,Medium,0,False,68.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801322,Average,8,6.19,120,110,10,91.67,13.75,0,3,4,2,1,0,8,10,Medium,0,False,61.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801323,AtRisk,8,5.8,120,108,12,90.0,13.5,0,4,5,2,1,1,8,15,High,1,False,47.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1801324,Average,2,6.69,120,35,85,29.17,17.5,65,3,2,2,0,0,6,10,Medium,0,False,32.5,Complete at least 65 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1801325,Average,2,6.82,120,33,87,27.5,16.5,67,3,3,2,0,0,6,11,High,1,False,29.5,Complete at least 67 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
